pl_hostname,pl_letter,hd_name,hip_name,ra,dec
BD-06 1339,c,,HIP 27803,88.251183,-5.994844
BD-10 3166,b,,,164.620003,-10.770376
CT Cha,b,,,166.037877,-76.455383
CoRoT-11,b,,,280.687263,5.937688
CoRoT-17,b,,,278.699254,-6.612234
CoRoT-20,b,,,97.720408,0.226919
CoRoT-24,b,,,101.922547,-3.719301
CoRoT-26,b,,,279.750514,6.969787
CoRoT-3,b,,,292.055263,0.121820
CoRoT-7,c,,,100.956125,-1.063033
DENIS-P J082303.1-491201,b,,,125.763050,-49.200359
FU Tau,b,,,65.898908,25.049898
GJ 15 A,b,HD 1326 A,HIP 1475,4.595356,44.022953
GJ 179,b,,HIP 22627,73.023865,6.476539
GJ 328,b,,HIP 43790,133.781754,1.546508
GJ 3470,b,,,119.774349,15.391492
GJ 504,b,HD 115383,HIP 64792,199.193817,9.424156
GJ 581,e,,HIP 74995,229.861771,-7.722280
GJ 667 C,e,,,259.745085,-34.996827
GJ 674,b,,HIP 85523,262.166443,-46.895191
GJ 676 A,e,,HIP 85647,262.546692,-51.636978
GJ 832,b,HD 204961,HIP 106440,323.391571,-49.009006
GJ 876,b,,HIP 113020,343.319733,-14.263700
GJ 876,e,,HIP 113020,343.319733,-14.263700
HD 40307,c,HD 40307,HIP 27887,88.517670,-60.023472
HD 40307,g,HD 40307,HIP 27887,88.517670,-60.023472
HD 41004 A,b,HD 41004 A,HIP 28393 A,89.956871,-48.239693
HD 4203,c,HD 4203,HIP 3502,11.171676,20.448927
HD 4313,b,HD 4313,HIP 3574,11.418160,7.845021
HD 43691,b,HD 43691,HIP 30057,94.894485,41.092304
HD 45364,c,HD 45364,HIP 30579,96.410316,-31.480953
HD 47186,c,HD 47186,HIP 31540,99.036613,-27.622297
HD 49674,b,HD 49674,HIP 32916,102.877151,40.867756
HD 52265,b,HD 52265,HIP 33719,105.075150,-5.367162
HD 5319,b,HD 5319,HIP 4297,13.755836,0.789553
HD 564,b,HD 564,HIP 801,2.470091,-50.267822
HD 63454,b,HD 63454,HIP 37284,114.841049,-78.278969
HD 65216,c,HD 65216,HIP 38558,118.422173,-63.647324
HD 67087,b,HD 67087,HIP 39767,121.915649,31.551319
HD 6718,b,HD 6718,HIP 5301,16.952761,-8.233706
HD 69830,b,HD 69830,HIP 40693,124.599777,-12.632174
HD 70573,b,HD 70573,,125.708135,1.859323
HD 73256,b,HD 73256,HIP 42214,129.095901,-30.037626
HD 73526,c,HD 73526,HIP 42282,129.318680,-41.319103
OGLE 2015-BLG-0966L,b,,,268.754250,-29.047111
HD 75289,b,HD 75289,HIP 43177,131.918289,-41.736794
HD 76700,b,HD 76700,HIP 43686,133.481308,-66.800995
HD 7924,d,HD 7924,HIP 6379,20.496313,76.710281
HD 80606,b,HD 80606,HIP 45982,140.656540,50.603722
HD 82943,b,HD 82943,HIP 47007,143.711395,-12.129546
Kepler-296,d,,,286.540008,49.437326
Kepler-296,f,,,286.540008,49.437326
Kepler-297,b,,,283.209159,48.777645
Kepler-297,c,,,283.209159,48.777645
Kepler-298,c,,,283.039792,48.825359
Kepler-298,d,,,283.039792,48.825359
Kepler-299,b,,,283.206964,48.580502
Kepler-299,c,,,283.206964,48.580502
Kepler-299,e,,,283.206964,48.580502
Kepler-300,b,,,295.288694,48.599720
Kepler-300,c,,,295.288694,48.599720
Kepler-301,c,,,283.982968,49.232990
Kepler-301,d,,,283.982968,49.232990
Kepler-302,b,,,294.316985,43.629345
Kepler-302,c,,,294.316985,43.629345
Kepler-303,b,,,283.135465,43.657055
Kepler-303,c,,,283.135465,43.657055
Kepler-304,b,,,294.441763,40.557587
Kepler-304,c,,,294.441763,40.557587
Kepler-304,d,,,294.441763,40.557587
Kepler-305,b,,,299.224311,40.343182
Kepler-305,c,,,299.224311,40.343182
Kepler-305,d,,,299.224311,40.343182
Kepler-306,b,,,288.538671,40.616140
Kepler-306,c,,,288.538671,40.616140
Kepler-306,e,,,288.538671,40.616140
GQ Lup,b,,,237.300427,-35.651421
HAT-P-13,c,,,129.882536,47.352051
HAT-P-17,c,,,324.536396,30.488716
HAT-P-35,b,,,123.250764,4.787023
HAT-P-4,b,,,229.991354,36.229664
HATS-1,b,,,175.525336,-23.354836
HATS-4,b,,,94.112075,-22.546885
HD 10180,c,HD 10180,HIP 7599,24.473234,-60.511528
HD 10180,g,HD 10180,HIP 7599,24.473234,-60.511528
HD 102365,b,HD 102365,HIP 57443,176.629471,-40.500355
HD 103774,b,HD 103774,HIP 58263,179.231628,-12.107909
HD 106252,b,HD 106252,HIP 59610,183.372955,10.041638
HD 10647,b,HD 10647,HIP 7978,25.622149,-53.740833
HD 107148,b,HD 107148,HIP 60081,184.806213,-3.319789
HD 108863,b,HD 108863,HIP 61020,187.582962,21.948244
HD 109271,b,HD 109271,HIP 61300,188.398148,-11.621868
HD 110014,b,HD 110014,HIP 61740,189.811523,-7.995564
HD 113337,b,HD 113337,HIP 63584,195.445526,63.610226
HD 114613,b,HD 114613,HIP 64408,198.013275,-37.803020
HD 114783,b,HD 114783,HIP 64457,198.182434,-2.265040
HD 117618,b,HD 117618,HIP 66047,203.106476,-47.271362
HD 11964,b,HD 11964,HIP 9094,29.290026,-10.242428
HD 125595,b,HD 125595,HIP 70170,215.346603,-40.393948
HD 125612,d,HD 125612,HIP 70123,215.222977,-17.481522
HD 12661,b,HD 12661,HIP 9683,31.142866,25.414305
HD 86264,b,HD 86264,HIP 48780,149.240997,-15.895122
HD 8673,b,HD 8673,HIP 6702,21.536604,34.579700
HD 85390,b,HD 85390,HIP 48235,147.510406,-49.790268
HD 89307,b,HD 89307,HIP 50473,154.588699,12.621108
HD 92788,b,HD 92788,HIP 52409,160.702209,-2.183756
HD 95089,b,HD 95089,HIP 53666,164.698898,1.729216
HD 96127,b,HD 96127,HIP 54232,166.441452,44.301559
HD 98649,b,HD 98649,HIP 55409,170.215698,-23.217342
HIP 14810,b,,HIP 14810,47.809292,21.097359
HIP 5158,b,,HIP 5158,16.508533,-22.453154
HIP 57274,c,,HIP 57274,176.170685,30.959293
HIP 67851,b,HD 121056,HIP 67851,208.466919,-35.314362
HIP 75458,b,HD 137759,HIP 75458,231.232391,58.966064
HR 8799,d,HD 218396,HIP 114189,346.869659,21.134251
K2-3,d,,,172.334949,-1.454787
KELT-3,b,,,148.643324,40.388069
KIC 10001893,c,,,287.389188,46.984489
KOI-94,c,,,297.333057,41.891117
Kapteyn,c,HD 33793,HIP 24186,77.919090,-45.018414
Kepler-10,b,,,285.679394,50.241299
Kepler-100,b,,,291.385979,41.990273
Kepler-101,b,,,283.255489,48.355228
Kepler-102,d,,,281.482749,47.208031
Kepler-103,b,,,288.984555,40.064521
Kepler-104,c,,,287.604612,42.166779
Kepler-106,b,,,300.863971,44.337555
Kepler-106,e,,,300.863971,44.337555
Kepler-307,b,,,297.795132,40.417703
Kepler-307,c,,,297.795132,40.417703
Kepler-308,c,,,295.785154,40.439550
Kepler-309,b,,,297.509851,46.961281
Kepler-309,c,,,297.509851,46.961281
Kepler-310,c,,,288.839363,46.986744
Kepler-310,d,,,288.839363,46.986744
Kepler-311,b,,,282.061290,47.085491
Kepler-311,c,,,282.061290,47.085491
Kepler-312,c,,,298.395772,42.459756
Kepler-313,b,,,298.294935,48.775459
Kepler-313,c,,,298.294935,48.775459
Kepler-314,c,,,294.674114,42.075588
Kepler-315,b,,,298.023104,43.363522
Kepler-315,c,,,298.023104,43.363522
Kepler-316,c,,,290.826023,44.184109
Kepler-317,b,,,294.943885,39.032062
Kepler-317,c,,,294.943885,39.032062
Kepler-318,c,,,298.482828,46.793617
Kepler-319,b,,,288.811943,39.770658
Kepler-319,c,,,288.811943,39.770658
Kepler-319,d,,,288.811943,39.770658
Kepler-320,c,,,293.213548,46.175125
Kepler-321,b,,,294.453674,44.145756
Kepler-321,c,,,294.453674,44.145756
HD 134987,c,HD 134987,HIP 74500,228.369446,-25.309347
HD 13908,b,HD 13908,HIP 10743,34.560665,65.594360
HD 139357,b,HD 139357,HIP 76311,233.817490,53.922142
HD 14067,b,HD 14067,HIP 10657,34.293499,23.767832
HD 142415,b,HD 142415,HIP 78169,239.419968,-60.200256
HD 145934,b,HD 145934,,243.291140,13.239476
HD 1461,b,HD 1461,HIP 1499,4.674448,-8.053001
HD 147018,c,HD 147018,HIP 80250,245.750610,-61.688763
HD 148427,b,HD 148427,HIP 80687,247.117294,-13.399640
HD 152079,b,HD 152079,HIP 82632,253.373901,-46.332958
HD 154345,b,HD 154345,HIP 83389,255.651688,47.081882
HD 154857,c,HD 154857,HIP 84069,257.815521,-56.680798
HD 156279,b,HD 156279,HIP 84171,258.096680,63.352093
HD 158038,b,HD 158038,HIP 85294,261.439301,27.303341
HD 159868,b,HD 159868,HIP 86375,264.748016,-43.145515
HD 1605,c,HD 1605,HIP 1640,5.131330,30.974804
HD 160691,c,HD 160691,HIP 86796,266.036255,-51.834053
HD 163607,b,HD 163607,HIP 87601,268.418732,56.391956
HD 16417,b,HD 16417,HIP 12186,39.244198,-34.577976
HD 164604,b,HD 164604,HIP 88414,270.778900,-28.560644
HD 167042,b,HD 167042,HIP 89047,272.631836,54.286552
HD 169830,b,HD 169830,HIP 90485,276.956177,-29.816866
HD 17092,b,HD 17092,,41.592117,49.653076
HD 171028,b,HD 171028,,278.064527,6.945743
HD 175541,b,HD 175541,HIP 92895,283.920349,4.265325
Kepler-1428,b,,,297.642262,49.594978
Kepler-107,d,,,297.028248,48.208611
Kepler-109,b,,,290.392721,40.284875
Kepler-11,e,,,297.115123,41.909138
Kepler-110,c,,,292.929133,48.602814
Kepler-112,c,,,296.981009,43.209751
Kepler-114,c,,,294.121421,48.349525
Kepler-116,c,,,294.742070,43.536835
Kepler-119,b,,,295.946421,42.658924
Kepler-121,b,,,286.162064,39.677995
Kepler-122,d,,,291.111883,39.949104
Kepler-124,b,,,286.752797,49.064911
Kepler-125,c,,,298.258123,47.604946
Kepler-127,b,,,285.189985,46.027962
Kepler-128,c,,,282.492224,43.980213
Kepler-130,c,,,288.450665,40.245305
Kepler-131,c,,,288.530825,40.942304
Kepler-132,c,,,283.235810,41.343037
Kepler-134,c,,,284.739001,49.598396
Kepler-136,c,,,296.467314,42.598771
Kepler-138,c,,,290.381547,43.292973
Kepler-14,b,,,287.708814,47.333050
Kepler-140,b,,,287.369468,46.768213
Kepler-142,b,,,295.118899,48.481281
Kepler-150,c,,,288.234084,40.520905
Kepler-151,c,,,292.162778,41.023235
Kepler-154,b,,,289.780522,49.896530
Kepler-322,c,,,281.348824,44.295242
Kepler-323,b,,,291.382240,38.127473
Kepler-323,c,,,291.382240,38.127473
Kepler-324,c,,,286.471473,49.649021
Kepler-325,b,,,289.835434,49.825626
Kepler-325,c,,,289.835434,49.825626
Kepler-326,b,,,294.325546,46.002254
Kepler-326,c,,,294.325546,46.002254
Kepler-326,d,,,294.325546,46.002254
Kepler-327,b,,,292.642372,44.087673
Kepler-327,d,,,292.642372,44.087673
Kepler-328,b,,,295.809289,40.008503
Kepler-329,c,,,299.268042,45.227428
Kepler-330,b,,,288.447375,44.801685
Kepler-330,c,,,288.447375,44.801685
Kepler-331,c,,,291.834328,39.307358
Kepler-331,d,,,291.834328,39.307358
Kepler-332,b,,,286.662964,47.413700
Kepler-332,c,,,286.662964,47.413700
Kepler-333,b,,,292.286069,40.913584
Kepler-333,c,,,292.286069,40.913584
Kepler-334,b,,,287.140668,47.115196
Kepler-334,d,,,287.140668,47.115196
Kepler-335,b,,,296.064311,45.428623
Kepler-335,c,,,296.064311,45.428623
Kepler-336,c,,,290.237643,41.331370
Kepler-1429,b,,,285.366245,49.044868
Kepler-1430,b,,,289.697494,43.372093
Kepler-1431,b,,,292.658395,49.865192
Kepler-1432,b,,,295.524175,49.829548
Kepler-1433,b,,,287.363299,49.456890
Kepler-1434,b,,,295.538380,51.202957
Kepler-1435,b,,,291.173299,44.921131
Kepler-1436,b,,,297.711565,46.768021
Kepler-1437,b,,,291.864930,49.325920
Kepler-1438,b,,,289.289809,40.681665
Kepler-1439,b,,,285.739806,40.980036
Kepler-1440,b,,,285.346938,48.312252
Kepler-1441,b,,,293.719126,43.124590
Kepler-1442,b,,,291.255595,48.846970
Kepler-1443,b,,,283.435761,47.066855
Kepler-1444,b,,,285.330615,42.040436
Kepler-1445,b,,,280.249457,43.915066
Kepler-1446,b,,,289.423960,46.726170
Kepler-1447,b,,,289.643439,50.727089
Kepler-1448,b,,,287.867389,50.595585
Kepler-1449,b,,,288.231731,50.567886
Kepler-1450,b,,,294.553828,45.081390
Kepler-1451,b,,,293.446425,40.409892
Kepler-1452,b,,,292.422830,38.266328
Kepler-1453,b,,,286.125545,47.947613
Kepler-1454,b,,,284.223331,48.831772
Kepler-1455,b,,,294.083055,50.502777
Kepler-1456,b,,,286.945321,43.822773
Kepler-1457,b,,,283.770601,42.027245
Kepler-1458,b,,,283.211614,41.038063
Kepler-222,d,,,287.906100,46.937767
Kepler-223,b,,,298.318356,47.279495
Kepler-223,c,,,298.318356,47.279495
Kepler-223,e,,,298.318356,47.279495
Kepler-224,b,,,290.934287,47.357601
Kepler-224,c,,,290.934287,47.357601
Kepler-224,e,,,290.934287,47.357601
Kepler-225,b,,,292.193984,47.457096
Kepler-225,c,,,292.193984,47.457096
Kepler-226,b,,,292.376129,47.880989
Kepler-226,d,,,292.376129,47.880989
Kepler-227,b,,,291.934236,48.141651
Kepler-227,c,,,291.934236,48.141651
Kepler-228,c,,,296.286142,48.224667
Kepler-228,d,,,296.286142,48.224667
Kepler-229,b,,,286.999471,48.375797
Kepler-229,d,,,286.999471,48.375797
Kepler-230,b,,,285.718538,48.505859
Kepler-230,c,,,285.718538,48.505859
Kepler-231,c,,,293.973353,50.531914
Kepler-232,b,,,295.816158,51.121742
Kepler-232,c,,,295.816158,51.121742
Kepler-233,b,,,296.366522,51.319523
Kepler-234,b,,,291.653519,38.494659
Kepler-234,c,,,291.653519,38.494659
Kepler-126,c,,,289.347291,44.208553
Kepler-126,d,,,289.347291,44.208553
Kepler-127,c,,,285.189985,46.027962
Kepler-127,d,,,285.189985,46.027962
Kepler-128,b,,,282.492224,43.980213
Kepler-129,b,,,285.311284,47.848595
Kepler-129,c,,,285.311284,47.848595
Kepler-130,b,,,288.450665,40.245305
Kepler-130,d,,,288.450665,40.245305
Kepler-131,b,,,288.530825,40.942304
Kepler-132,b,,,283.235810,41.343037
Kepler-132,d,,,283.235810,41.343037
Kepler-133,b,,,297.277976,48.320328
Kepler-133,c,,,297.277976,48.320328
Kepler-134,b,,,284.739001,49.598396
Kepler-135,b,,,290.495129,38.795481
Kepler-135,c,,,290.495129,38.795481
Kepler-136,b,,,296.467314,42.598771
Kepler-137,b,,,282.135534,43.039101
Kepler-137,c,,,282.135534,43.039101
Kepler-138,b,,,290.381547,43.292973
Kepler-138,d,,,290.381547,43.292973
Kepler-139,b,,,282.391957,43.889351
Kepler-139,c,,,282.391957,43.889351
Kepler-140,c,,,287.369468,46.768213
Kepler-141,b,,,297.970897,47.731678
HD 181433,b,HD 181433,HIP 95467,291.289856,-66.468796
HD 181433,d,HD 181433,HIP 95467,291.289856,-66.468796
HD 181720,b,HD 181720,HIP 95262,290.720764,-32.919056
HD 183263,b,HD 183263,HIP 95740,292.102386,8.358054
HD 212301,b,HD 212301,HIP 110852,336.878845,-77.717926
HD 213240,b,HD 213240,HIP 111143,337.751526,-49.433270
HD 215497,c,HD 215497,HIP 112441,341.653137,-56.599533
HD 216435,b,HD 216435,HIP 113044,343.408051,-48.598286
HD 216536,b,HD 216536,,343.266598,44.477753
HD 216770,b,HD 216770,HIP 113238,343.973785,-26.658764
HD 217107,c,HD 217107,HIP 113421,344.564758,-2.395385
HD 217786,b,HD 217786 A,HIP 113834,345.784180,-0.429622
HD 218566,b,HD 218566,HIP 114322,347.294708,-2.260742
HD 219415,b,HD 219415,,348.724278,56.730328
HD 220074,b,HD 220074,HIP 115218,350.059906,61.970127
HD 220689,b,HD 220689,HIP 115662,351.470795,-20.616030
HD 221287,b,HD 221287,HIP 116084,352.834747,-58.209732
HD 222155,b,HD 222155,HIP 116616,354.501282,48.996521
HD 222582,b,HD 222582,HIP 116906,355.464722,-5.985757
HD 231701,b,HD 231701,HIP 96078,293.017334,16.474291
HD 233604,b,HD 233604,,137.453380,53.568230
HD 240237,b,HD 240237,HIP 114840,348.925934,58.043240
HD 290327,b,HD 290327,HIP 25191,80.839851,-2.277619
HD 285507,b,HD 285507,HIP 19207,61.755104,15.335032
HD 330075,b,HD 330075,HIP 77517,237.407043,-49.963524
HIP 5158,c,,HIP 5158,16.508533,-22.453154
Kepler-889,b,,,291.467319,50.759489
Kepler-890,b,,,288.435745,43.763496
Kepler-304,e,,,294.441763,40.557587
Kepler-891,b,,,291.083797,40.355255
Kepler-892,b,,,283.129641,43.888241
Kepler-893,b,,,284.963031,43.913006
Kepler-894,b,,,288.734088,46.939396
Kepler-895,b,,,289.290653,51.408891
Kepler-896,b,,,282.439182,43.734486
Kepler-897,b,,,290.586837,51.695820
Kepler-898,b,,,286.585389,46.870930
Kepler-899,b,,,297.482580,40.680780
Kepler-900,b,,,296.177297,46.999020
Kepler-901,b,,,291.152951,40.887497
Kepler-902,b,,,289.731692,46.953823
Kepler-903,b,,,288.771018,40.664176
Kepler-903,c,,,288.771018,40.664176
Kepler-904,b,,,288.822916,40.389049
Kepler-905,b,,,290.051123,46.713375
Kepler-906,b,,,291.405561,40.125487
Kepler-907,b,,,285.476589,41.632740
Kepler-908,b,,,295.322517,39.376484
Kepler-909,b,,,289.506358,45.370998
Kepler-910,b,,,296.047358,42.743006
Kepler-911,b,,,298.589186,40.750689
Kepler-912,b,,,298.111206,41.758333
Kepler-913,b,,,297.583122,41.952431
Kepler-914,b,,,290.412001,44.899330
Kepler-915,b,,,290.592077,45.737137
Kepler-916,b,,,290.983322,45.973301
Kepler-917,b,,,299.051260,47.949284
Kepler-235,b,,,286.079103,39.278313
Kepler-235,d,,,286.079103,39.278313
Kepler-235,e,,,286.079103,39.278313
Kepler-236,b,,,283.866378,39.898092
Kepler-237,b,,,283.221387,40.421834
K2-4,b,,,174.745640,-3.905585
K2-5,b,,,169.303502,-1.877976
K2-5,c,,,169.303502,-1.877976
K2-6,b,,,178.192260,-1.198477
K2-7,b,,,167.093771,-1.065755
K2-8,b,,,169.793665,-0.284375
K2-9,b,,,176.264468,0.005301
K2-19,b,,,174.960319,0.603575
K2-19,c,,,174.960319,0.603575
K2-10,b,,,172.121957,1.690636
K2-11,b,,,169.042002,1.986840
K2-12,b,,,173.192036,2.244884
K2-14,b,,,178.057026,2.594245
K2-15,b,,,178.110797,4.254747
K2-16,b,,,175.097258,4.557340
K2-16,c,,,175.097258,4.557340
K2-17,b,,,178.329775,6.412261
K2-18,b,,,172.560460,7.588391
WASP-135,b,,,267.284974,29.879107
LkCa 15,b,,,69.824148,22.350967
LkCa 15,c,,,69.824148,22.350967
Kepler-454,b,,,287.478529,38.228866
Kepler-454,c,,,287.478529,38.228866
Kepler-141,c,,,297.970897,47.731678
Kepler-142,c,,,295.118899,48.481281
Kepler-142,d,,,295.118899,48.481281
Kepler-143,b,,,298.067706,49.412605
Kepler-143,c,,,298.067706,49.412605
Kepler-144,b,,,281.915678,42.775513
Kepler-144,c,,,281.915678,42.775513
Kepler-145,b,,,291.387762,44.529106
Kepler-145,c,,,291.387762,44.529106
Kepler-146,b,,,294.110756,38.710230
Kepler-146,c,,,294.110756,38.710230
Kepler-147,b,,,287.975766,39.087181
Kepler-147,c,,,287.975766,39.087181
Kepler-148,b,,,289.786216,46.858788
Kepler-148,c,,,289.786216,46.858788
Kepler-149,b,,,285.853667,38.384119
Kepler-149,c,,,285.853667,38.384119
Kepler-149,d,,,285.853667,38.384119
Kepler-150,b,,,288.234084,40.520905
Kepler-150,d,,,288.234084,40.520905
Kepler-150,e,,,288.234084,40.520905
Kepler-151,b,,,292.162778,41.023235
Kepler-152,b,,,286.865479,41.989086
Kepler-152,c,,,286.865479,41.989086
Kepler-153,b,,,282.460522,48.257118
HIP 12961,b,,HIP 12961,41.678692,-23.086611
HIP 14810,c,,HIP 14810,47.809292,21.097359
HIP 14810,d,,HIP 14810,47.809292,21.097359
HIP 57050,b,,HIP 57050,175.435974,42.751972
HIP 57274,b,,HIP 57274,176.170685,30.959293
HIP 57274,d,,HIP 57274,176.170685,30.959293
Ross 458,c,,HIP 63510,195.194092,12.375724
HIP 63242,b,HD 112410,HIP 63242,194.383163,-65.646461
HIP 67851,c,HD 121056,HIP 67851,208.466919,-35.314362
HIP 70849,b,,HIP 70849,217.327347,-46.463818
HD 183263,c,HD 183263,HIP 95740,292.102386,8.358054
HD 185269,b,HD 185269,HIP 96507,294.298920,28.499865
HD 187085,b,HD 187085,HIP 97546,297.391541,-37.780552
HD 187123,b,HD 187123,HIP 97336,296.742126,34.419525
HD 187123,c,HD 187123,HIP 97336,296.742126,34.419525
HD 188015,b,HD 188015,HIP 97769,298.018921,28.100376
HD 189733,b,HD 189733,HIP 98505,300.182129,22.710854
HD 190360,b,HD 190360,HIP 98767,300.905853,29.896805
HD 190360,c,HD 190360,HIP 98767,300.905853,29.896805
HD 190984,b,HD 190984,HIP 99496,302.877991,-64.620468
HD 192263,b,HD 192263,HIP 99711,303.499359,-0.866877
HD 192310,b,HD 192310,HIP 99825,303.822449,-27.032976
HD 195019,b,HD 195019,HIP 100970,307.077637,18.769497
HD 196067,b,HD 196067,HIP 102125,310.433716,-75.350800
HD 196885,b,HD 196885 A,HIP 101966,309.966156,11.249649
HD 200964,b,HD 200964,HIP 104202,316.666016,3.803119
Kepler-918,b,,,298.200719,48.267838
Kepler-919,b,,,298.114772,48.494404
Kepler-920,b,,,284.296949,49.158676
Kepler-920,c,,,284.296949,49.158676
Kepler-921,b,,,284.616205,49.190811
Kepler-922,b,,,284.731462,49.533195
Kepler-923,b,,,294.171085,40.055165
Kepler-924,b,,,290.668512,40.397718
Kepler-925,b,,,290.106539,40.490657
Kepler-926,b,,,289.679343,40.700466
Kepler-927,b,,,289.383510,41.392695
Kepler-928,b,,,289.920717,41.542828
Kepler-929,b,,,298.481124,41.615332
Kepler-930,b,,,298.314444,42.247434
Kepler-931,b,,,297.132641,42.768253
Kepler-932,b,,,296.952062,43.271969
Kepler-933,b,,,289.568659,43.538612
Kepler-934,b,,,290.288467,43.755322
Kepler-935,b,,,295.021668,46.619217
Kepler-936,b,,,293.577759,46.736347
Kepler-937,b,,,294.168805,46.714611
Kepler-937,c,,,294.168805,46.714611
Kepler-938,b,,,294.789143,46.983990
Kepler-939,b,,,293.865613,47.026829
Kepler-940,b,,,294.241293,47.275982
Kepler-941,b,,,294.326356,47.217613
Kepler-942,b,,,294.955114,44.149818
Kepler-943,b,,,284.273965,41.535023
Kepler-944,b,,,293.601262,42.379761
Kepler-945,b,,,291.269748,42.096046
Kepler-946,b,,,300.929606,44.028790
HD 33844,b,HD 33844,HIP 24275,78.150421,-14.951111
HD 33844,c,HD 33844,HIP 24275,78.150421,-14.951111
Kepler-1111,b,,,295.463372,45.812744
Kepler-1112,b,,,296.968815,47.751488
Kepler-1113,b,,,289.406695,39.338834
Kepler-1114,b,,,299.236933,45.834698
Kepler-1115,b,,,294.991772,40.144409
Kepler-1116,b,,,291.933655,44.115505
Kepler-1117,b,,,292.084780,49.237480
Kepler-1118,b,,,299.965664,44.160896
Kepler-1119,b,,,297.019131,44.327522
Kepler-1120,b,,,290.914483,42.286579
Kepler-1121,b,,,297.786606,47.886127
Kepler-1122,b,,,288.280535,46.340904
Kepler-1123,b,,,294.517667,50.670399
Kepler-1124,b,,,286.594273,37.891266
Kepler-1125,b,,,295.481223,40.731980
Kepler-1126,b,,,285.691992,45.689396
Kepler-1127,b,,,293.217384,42.720707
Kepler-1128,b,,,293.063338,39.403444
Kepler-1129,b,,,291.604495,41.309361
Kepler-1129,c,,,291.604495,41.309361
Kepler-1130,b,,,285.207485,45.384350
Kepler-1131,b,,,295.651494,49.261295
Kepler-1132,b,,,286.367463,48.423935
Kepler-1133,b,,,293.322404,42.867470
Kepler-1134,b,,,295.567982,42.478287
Kepler-1135,b,,,286.002968,44.756592
Kepler-1136,b,,,284.107796,44.245808
Kepler-1137,b,,,287.130272,48.665375
Kepler-153,c,,,282.460522,48.257118
Kepler-154,c,,,289.780522,49.896530
Kepler-155,b,,,288.495833,51.081947
Kepler-155,c,,,288.495833,51.081947
Kepler-156,c,,,290.296515,37.749490
Kepler-157,b,,,291.097225,38.875609
Kepler-157,c,,,291.097225,38.875609
Kepler-158,c,,,284.032244,39.781348
Kepler-159,b,,,297.070170,40.868784
Kepler-159,c,,,297.070170,40.868784
Kepler-160,b,,,287.773581,42.869286
Kepler-161,b,,,290.516491,43.083824
Kepler-161,c,,,290.516491,43.083824
Kepler-162,b,,,297.278910,43.724018
Kepler-163,b,,,295.002819,46.987328
Kepler-163,c,,,295.002819,46.987328
Kepler-164,b,,,287.780828,47.629913
Kepler-164,d,,,287.780828,47.629913
Kepler-165,b,,,280.691016,47.809735
Kepler-165,c,,,280.691016,47.809735
Kepler-166,c,,,293.160171,48.881191
Kepler-167,b,,,292.658441,38.345413
Kepler-167,c,,,292.658441,38.345413
Kepler-168,b,,,294.710165,39.825104
Kepler-169,b,,,285.999891,40.919329
HD 200964,c,HD 200964,HIP 104202,316.666016,3.803119
HD 202206,c,HD 202206,HIP 104903,318.740692,-20.789209
HD 203030,b,HD 203030,HIP 105232,319.742584,26.230545
HD 204313,b,HD 204313,HIP 106006,322.050873,-21.726255
HD 204941,b,HD 204941,HIP 106353,323.097961,-20.957422
HD 205739,b,HD 205739,HIP 106824,324.535034,-31.737484
HD 207832,b,HD 207832,HIP 107985,328.151184,-26.026560
HD 207832,c,HD 207832,HIP 107985,328.151184,-26.026560
HD 208487,b,HD 208487,HIP 108375,329.332703,-37.763622
HD 209458,b,HD 209458,HIP 108859,330.794891,18.884319
HD 210277,b,HD 210277,HIP 109378,332.374451,-7.548654
HD 212771,b,HD 212771,HIP 110813,336.762787,-17.263659
HIP 78530,b,HD 143567,HIP 78530,240.481064,-21.980389
Kepler-18,c,,,298.079439,44.746321
Kepler-18,d,,,298.079439,44.746321
Kepler-19,b,,,290.420839,37.851786
Kepler-20,b,,,287.698004,42.338726
Kepler-20,c,,,287.698004,42.338726
Kepler-20,d,,,287.698004,42.338726
Kepler-20,f,,,287.698004,42.338726
Kepler-21,b,HD 179070,HIP 94112,287.361816,38.714016
Kepler-22,b,,,289.217484,47.884464
Kepler-23,b,,,294.218924,49.479225
Kepler-23,d,,,294.218924,49.479225
Kepler-24,b,,,290.413267,38.343754
Kepler-24,c,,,290.413267,38.343754
Kepler-947,b,,,294.366727,42.252678
Kepler-948,b,,,293.300231,41.523338
Kepler-949,b,,,298.607876,46.453682
Kepler-411,c,,,287.605582,49.523262
Kepler-950,b,,,287.956566,41.130329
Kepler-951,b,,,287.737560,38.114567
Kepler-952,b,,,285.371949,41.993912
Kepler-953,b,,,288.971662,44.624531
Kepler-167,d,,,292.658441,38.345413
Kepler-167,e,,,292.658441,38.345413
HIP 8541,b,HD 11343,HIP 8541,27.526375,-54.464962
HIP 74890,b,HD 135760,HIP 74890,229.572205,-41.420570
Kepler-953,c,,,288.971662,44.624531
Kepler-1275,b,,,293.500497,44.932457
Kepler-1276,b,,,287.857010,40.547181
Kepler-1277,b,,,295.102413,40.572396
Kepler-1278,b,,,282.956935,42.825619
Kepler-1279,b,,,288.095635,40.365964
Kepler-1280,b,,,293.573935,45.384541
Kepler-1281,b,,,295.354457,48.515404
Kepler-1282,b,,,290.176173,46.698338
Kepler-1283,b,,,295.462337,40.776969
Kepler-1284,b,,,291.279002,47.687649
Kepler-1285,b,,,281.835355,44.155926
