pl_hostname,pl_letter,hd_name,hip_name,ra,dec
Kepler-1286,b,,,280.258382,43.835766
Kepler-1287,b,,,289.134661,47.062996
Kepler-1288,b,,,285.713488,41.605873
Kepler-1289,b,,,296.388807,41.040571
Kepler-1290,b,,,290.685249,43.859638
Kepler-1291,b,,,289.377032,40.001151
Kepler-1292,b,,,284.905720,43.949169
Kepler-1138,b,,,285.899242,48.307301
Kepler-1139,b,,,287.945617,39.230568
Kepler-1140,b,,,281.693981,46.946449
Kepler-1141,b,,,290.543645,47.725880
Kepler-1142,b,,,292.714435,44.082336
Kepler-1143,b,,,287.302821,39.289688
Kepler-1143,c,,,287.302821,39.289688
Kepler-1144,b,,,290.043293,47.257977
Kepler-1145,b,,,295.308161,43.044415
Kepler-1146,b,,,286.716626,47.425633
Kepler-1147,b,,,292.547537,41.642956
Kepler-1148,b,,,290.953557,45.719536
Kepler-1149,b,,,294.189260,45.151577
Kepler-1150,b,,,296.724492,49.532715
Kepler-1151,b,,,292.247793,47.878452
Kepler-1152,b,,,290.434033,44.107651
Kepler-1153,b,,,289.147217,45.866181
Kepler-1154,b,,,297.477127,39.877247
Kepler-1154,c,,,297.477127,39.877247
Kepler-1155,b,,,288.820587,39.522827
Kepler-1156,b,,,288.924024,46.057632
Kepler-1157,b,,,283.121049,43.525642
Kepler-1158,b,,,292.233946,41.575213
Kepler-1159,b,,,294.266335,45.204315
Kepler-1160,b,,,287.879384,43.364075
Kepler-1161,b,,,299.077103,45.440640
Kepler-1162,b,,,283.292130,45.434116
Kepler-1163,b,,,290.235843,50.030087
Kepler-1164,b,,,287.529634,38.894513
Kepler-1165,b,,,286.971267,44.708302
Kepler-169,c,,,285.999891,40.919329
Kepler-169,d,,,285.999891,40.919329
Kepler-169,f,,,285.999891,40.919329
Kepler-170,b,,,284.521193,41.629604
Kepler-170,c,,,284.521193,41.629604
Kepler-171,c,,,296.771914,41.755537
Kepler-171,d,,,296.771914,41.755537
Kepler-172,b,,,283.368413,41.821857
Kepler-172,c,,,283.368413,41.821857
Kepler-172,e,,,283.368413,41.821857
Kepler-173,b,,,294.646695,41.884106
Kepler-173,c,,,294.646695,41.884106
Kepler-174,c,,,287.439194,43.832092
Kepler-174,d,,,287.439194,43.832092
Kepler-175,b,,,289.553283,43.876183
Kepler-176,b,,,294.667956,43.853259
Kepler-176,c,,,294.667956,43.853259
Kepler-176,d,,,294.667956,43.853259
Kepler-177,c,,,286.047132,45.053207
Kepler-178,b,,,287.101089,46.896477
Kepler-178,c,,,287.101089,46.896477
Kepler-179,b,,,298.663735,47.762043
Kepler-179,c,,,298.663735,47.762043
Kepler-180,b,,,295.571343,49.774586
Kepler-180,c,,,295.571343,49.774586
Kepler-24,e,,,290.413267,38.343754
Kepler-25,b,,,286.638393,39.487894
Kepler-25,c,,,286.638393,39.487894
Kepler-26,b,,,284.940997,46.566540
Kepler-26,e,,,284.940997,46.566540
Kepler-27,b,,,292.236769,41.085876
Kepler-27,c,,,292.236769,41.085876
Kepler-28,c,,,292.137029,42.429420
Kepler-29,b,,,298.348324,47.491226
Kepler-29,c,,,298.348324,47.491226
Kepler-30,c,,,285.283636,38.947281
Kepler-30,d,,,285.283636,38.947281
Kepler-31,b,,,294.023014,45.853081
Kepler-31,c,,,294.023014,45.853081
Kepler-32,b,,,297.842398,46.574281
Kepler-32,c,,,297.842398,46.574281
Kepler-32,d,,,297.842398,46.574281
Kepler-32,f,,,297.842398,46.574281
Kepler-33,b,,,289.077548,46.005222
Kepler-33,c,,,289.077548,46.005222
HIP 79431,b,,HIP 79431,243.174057,-18.875504
HIP 91258,b,,HIP 91258,279.221466,61.702503
HIP 97233,b,HD 186641,HIP 97233,296.421967,-0.696645
HIP 105854,b,HD 203949,HIP 105854,321.595306,-37.829430
HIP 116454,b,,HIP 116454,353.955353,0.445516
HR 810,b,HD 17051,HIP 12653,40.639442,-50.800293
Kepler-1293,b,,,290.025921,48.335949
Kepler-1294,b,,,291.268101,44.488194
Kepler-1295,b,,,291.397864,45.588559
Kepler-1296,b,,,292.125189,41.407814
Kepler-1297,b,,,289.956501,47.020393
Kepler-1298,b,,,284.422735,49.106224
Kepler-1299,b,,,286.150155,37.411377
Kepler-1300,b,,,289.033022,40.086887
Kepler-1301,b,,,286.604183,42.440319
Kepler-1302,b,,,290.989241,50.308060
Kepler-1303,b,,,284.287156,42.355614
Kepler-1304,b,,,285.276428,39.446916
Kepler-1305,b,,,297.339446,46.347252
Kepler-1306,b,,,294.478341,46.945862
Kepler-1307,b,,,292.869840,46.741859
Kepler-1308,b,,,285.928896,38.520962
Kepler-1309,b,,,298.735235,40.764155
Kepler-1310,b,,,283.920035,40.740123
Kepler-1311,b,,,289.651263,43.824417
Kepler-1311,c,,,289.651263,43.824417
Kepler-1312,b,,,292.971241,41.035764
Kepler-1313,b,,,292.388546,42.233261
Kepler-1314,b,,,294.237938,45.197322
Kepler-398,d,,,291.468662,40.343853
Kepler-1315,b,,,295.821448,46.053029
Kepler-1316,b,,,298.835871,40.293136
Kepler-1317,b,,,291.611881,42.115971
Kepler-1318,b,,,290.376313,41.150741
Kepler-1319,b,,,290.956068,49.366306
Kepler-1320,b,,,288.433591,40.380875
Kepler-473,b,,,286.630094,38.945605
Kepler-474,b,,,292.321516,43.881168
Kepler-475,b,,,287.051707,40.211542
Kepler-476,b,,,295.163817,43.963047
Kepler-477,b,,,288.067594,42.355367
Kepler-478,b,,,292.486944,46.196213
Kepler-479,b,,,291.021852,37.769803
Kepler-480,b,,,294.463900,49.765047
Kepler-481,b,,,291.907032,49.262054
Kepler-482,b,,,296.822898,48.107555
Kepler-483,b,,,291.646758,41.884663
KIC 9663113,c,,,297.045421,46.328701
Kepler-484,b,,,284.394304,46.249081
Kepler-485,b,,,294.996313,50.470066
Kepler-486,b,,,284.879964,49.266994
Kepler-487,b,,,295.287222,41.221970
Kepler-487,c,,,295.287222,41.221970
Kepler-488,b,,,282.966173,48.345070
Kepler-489,b,,,290.833158,38.184334
Kepler-490,b,,,295.025677,46.956005
Kepler-491,b,,,287.130575,42.350155
Kepler-492,b,,,295.496656,42.537888
Kepler-493,b,,,295.307540,38.881639
Kepler-494,b,,,297.214089,41.664039
Kepler-495,b,,,285.930707,39.098134
Kepler-496,b,,,291.640896,41.241049
Kepler-497,b,,,290.765882,38.927952
Kepler-498,b,,,290.358128,44.518753
Kepler-499,b,,,295.109945,43.915207
Kepler-500,b,,,295.951366,43.852051
Kepler-181,b,,,296.151402,50.095806
Kepler-181,c,,,296.151402,50.095806
Kepler-182,b,,,289.830114,50.586246
Kepler-182,c,,,289.830114,50.586246
Kepler-183,b,,,293.530848,39.315898
Kepler-183,c,,,293.530848,39.315898
Kepler-184,b,,,291.951908,43.074715
Kepler-184,c,,,291.951908,43.074715
Kepler-184,d,,,291.951908,43.074715
Kepler-185,b,,,282.468103,43.889915
Kepler-185,c,,,282.468103,43.889915
Kepler-186,c,,,298.652714,43.955017
Kepler-186,d,,,298.652714,43.955017
Kepler-186,e,,,298.652714,43.955017
Kepler-187,b,,,299.796456,44.089306
Kepler-187,c,,,299.796456,44.089306
Kepler-188,b,,,281.279710,44.315533
Kepler-189,b,,,287.564731,44.305004
Kepler-189,c,,,287.564731,44.305004
Kepler-190,b,,,288.584039,44.733799
Kepler-190,c,,,288.584039,44.733799
Kepler-191,c,,,291.183386,45.323177
Kepler-192,b,,,287.917924,45.592876
Kepler-192,c,,,287.917924,45.592876
Kepler-193,c,,,296.498596,46.577244
HR 8799,b,HD 218396,HIP 114189,346.869659,21.134251
HR 8799,c,HD 218396,HIP 114189,346.869659,21.134251
HR 8799,e,HD 218396,HIP 114189,346.869659,21.134251
K2-3,c,,,172.334949,-1.454787
KELT-1,b,,,0.362142,39.383808
KELT-2 A,b,HD 42176,HIP 29301,92.663948,30.957144
KELT-6,b,,,195.981868,30.640051
TrES-2,b,,,286.808473,49.316402
HAT-P-7,b,,,292.247310,47.969513
HAT-P-11,b,,HIP 97657,297.709351,48.080856
Kepler-5,b,,,299.407009,44.035046
Kepler-6,b,,,296.837254,48.239964
Kepler-7,b,,,288.581516,41.089800
Kepler-9,b,,,285.573981,38.400892
Kepler-9,c,,,285.573981,38.400892
Kepler-9,d,,,285.573981,38.400892
Kepler-10,c,,,285.679394,50.241299
Kepler-11,b,,,297.115123,41.909138
Kepler-11,c,,,297.115123,41.909138
Kepler-11,d,,,297.115123,41.909138
Kepler-11,f,,,297.115123,41.909138
Kepler-11,g,,,297.115123,41.909138
Kepler-12,b,,,286.243425,50.040382
KOI-13,b,,,286.971199,46.868362
Kepler-15,b,,,296.200595,49.140125
Kepler-16,b,,,289.075710,51.757439
Kepler-401,d,,,290.082749,50.863483
Kepler-1321,b,,,294.528593,46.640962
Kepler-1321,c,,,294.528593,46.640962
Kepler-1322,b,,,293.204521,45.435402
Kepler-1323,b,,,292.872284,46.098885
Kepler-1324,b,,,291.184970,40.311214
Kepler-1325,b,,,285.017227,42.085384
Kepler-1326,b,,,296.222144,39.268958
Kepler-1327,b,,,289.064869,50.460976
Kepler-1328,b,,,284.675388,44.417770
Kepler-403,d,,,289.921461,46.744560
Kepler-1329,b,,,281.647742,48.271046
Kepler-1330,b,,,290.576737,39.956893
Kepler-1331,b,,,297.073789,41.224480
Kepler-1332,b,,,291.028590,43.913673
Kepler-1333,b,,,293.527561,41.111437
Kepler-1334,b,,,289.311480,51.320866
Kepler-1335,b,,,284.838408,42.070431
Kepler-1336,b,,,296.277711,46.899857
Kepler-1336,c,,,296.277711,46.899857
Kepler-1337,b,,,287.009098,46.796101
Kepler-1338,b,,,284.042335,41.699139
Kepler-1339,b,,,283.745794,48.373394
Kepler-1340,b,,,296.232807,42.472790
Kepler-1341,b,,,280.511769,44.159351
Kepler-1342,b,,,297.020069,43.432549
Kepler-1343,b,,,294.294533,50.725376
Kepler-1344,b,,,287.086297,46.945816
Kepler-1345,b,,,292.477965,46.022835
Kepler-1346,b,,,291.841308,45.179176
Kepler-1166,b,,,290.348519,50.902855
Kepler-1167,b,,,298.302714,47.694023
Kepler-1168,b,,,287.297694,47.455437
Kepler-1169,b,,,294.911573,46.491463
Kepler-1170,b,,,292.168580,43.779675
Kepler-1171,b,,,294.958925,38.591578
Kepler-1172,b,,,290.474507,37.766598
Kepler-1173,b,,,293.131095,45.663548
Kepler-1174,b,,,281.831445,42.298916
Kepler-1175,b,,,289.142702,46.812897
Kepler-1176,b,,,297.919728,45.274162
Kepler-1177,b,,,286.671437,49.406288
Kepler-1178,b,,,288.456062,45.802124
Kepler-1179,b,,,284.097640,47.810638
Kepler-1180,b,,,295.887510,43.156063
Kepler-1181,b,,,289.747314,39.523468
Kepler-1182,b,,,296.307949,43.821350
Kepler-1183,b,,,292.232425,38.892222
Kepler-1184,b,,,291.282055,46.965996
Kepler-1185,b,,,287.241174,39.332757
Kepler-1186,b,,,288.479641,47.101768
Kepler-1187,b,,,286.892005,38.318556
Kepler-1188,b,,,283.103838,43.148045
Kepler-1189,b,,,298.426343,47.946785
Kepler-1190,b,,,284.999621,49.479977
Kepler-1191,b,,,291.657776,48.009315
Kepler-1192,b,,,282.140566,43.896580
Kepler-1193,b,,,288.144759,51.275627
Kepler-1194,b,,,291.699538,38.145265
Kepler-1195,b,,,284.351087,40.852979
Kepler-1196,b,,,292.369561,43.910809
Kepler-194,b,,,291.971445,47.864174
Kepler-194,c,,,291.971445,47.864174
Kepler-195,b,,,288.120962,47.966667
Kepler-195,c,,,288.120962,47.966667
Kepler-196,b,,,284.968519,42.079205
Kepler-197,b,,,295.226435,50.559006
Kepler-197,c,,,295.226435,50.559006
Kepler-197,d,,,295.226435,50.559006
Kepler-197,e,,,295.226435,50.559006
Kepler-198,c,,,290.673130,38.691011
Kepler-199,b,,,295.559419,40.236271
Kepler-199,c,,,295.559419,40.236271
Kepler-200,c,,,284.409920,41.237465
Kepler-201,b,,,293.626040,41.272827
Kepler-201,c,,,293.626040,41.272827
Kepler-203,b,,,297.089977,41.388039
Kepler-203,c,,,297.089977,41.388039
Kepler-203,d,,,297.089977,41.388039
Kepler-204,c,,,285.347187,41.761925
Kepler-205,b,,,285.287111,41.861172
Kepler-205,c,,,285.287111,41.861172
Kepler-206,c,,,291.634678,41.833866
Kepler-206,d,,,291.634678,41.833866
Kepler-207,b,,,290.030517,42.166050
Kepler-207,d,,,290.030517,42.166050
Kepler-17,b,,,298.395274,47.815006
Kepler-33,d,,,289.077548,46.005222
Kepler-33,e,,,289.077548,46.005222
Kepler-33,f,,,289.077548,46.005222
Kepler-34,b,,,296.435821,44.641560
Kepler-35,b,,,294.496978,46.689762
Kepler-36,b,,,291.250191,49.231827
Kepler-36,c,,,291.250191,49.231827
Kepler-37,b,,,284.059660,44.518131
Kepler-37,c,,,284.059660,44.518131
Kepler-37,d,,,284.059660,44.518131
Kepler-38,b,,,286.830353,42.279205
Kepler-39,b,,,296.960265,46.034298
Kepler-41,b,,,294.513229,45.981644
Kepler-42,b,,,292.219033,44.619160
Kepler-42,c,,,292.219033,44.619160
Kepler-42,d,,,292.219033,44.619160
Kepler-44,b,,,300.102352,45.762142
Kepler-45,b,,,292.872900,41.064261
Kepler-46,b,,,289.268744,42.604176
Kepler-46,d,,,289.268744,42.604176
Kepler-47,b,,,295.297916,46.920467
Kepler-47,c,,,295.297916,46.920467
Kepler-48,c,,,299.139212,40.949020
Kepler-48,d,,,299.139212,40.949020
Kepler-48,e,,,299.139212,40.949020
Kepler-1347,b,,,299.659605,40.843853
Kepler-1348,b,,,292.087460,49.788765
Kepler-1349,b,,,286.338369,48.744099
Kepler-1350,b,,,288.250582,46.679602
Kepler-1350,c,,,288.250582,46.679602
Kepler-1351,b,,,293.608720,42.197678
Wolf 1061,b,,HIP 80824,247.575241,-12.662594
Wolf 1061,c,,HIP 80824,247.575241,-12.662594
Wolf 1061,d,,HIP 80824,247.575241,-12.662594
KELT-14,b,,,108.301485,-42.409744
KELT-15,b,,,117.415037,-52.120453
Kepler-1352,b,,,290.693736,48.701477
Kepler-1353,b,,,295.735335,42.576252
Kepler-1354,b,,,291.245187,37.759052
Kepler-1355,b,,,283.741416,49.067978
Kepler-1356,b,,,290.995346,43.243938
Kepler-1357,b,,,291.548094,50.353313
Kepler-1358,b,,,286.170543,43.008911
Kepler-1359,b,,,289.538819,41.892825
Kepler-1360,b,,,300.344076,45.623219
Kepler-1361,b,,,283.565314,46.904255
Kepler-1362,b,,,288.538542,40.877113
Kepler-1363,b,,,296.996558,49.256413
Kepler-1364,b,,,295.152201,49.587605
Kepler-1365,b,,,292.199710,42.046089
Kepler-1365,c,,,292.199710,42.046089
Kepler-1366,b,,,285.064914,41.554874
Kepler-1367,b,,,288.416528,47.878731
Kepler-1368,b,,,294.766985,41.644680
Kepler-1256,b,,,291.474304,44.683514
Kepler-1257,b,,,296.075676,45.627056
Kepler-1258,b,,,285.404941,49.994747
Kepler-1259,b,,,297.841489,46.967682
Kepler-1260,b,,,295.591254,42.555241
Kepler-1261,b,,,285.232450,48.806721
Kepler-1262,b,,,288.771814,42.213219
Kepler-1263,b,,,286.483651,46.752617
Kepler-1264,b,,,289.884378,45.211502
Kepler-1265,b,,,284.585789,47.079533
Kepler-1266,b,,,285.869287,42.728096
Kepler-1267,b,,,299.169533,43.441094
Kepler-1268,b,,,287.838481,43.153236
Kepler-436,c,,,301.720753,44.412063
Kepler-1269,b,,,287.805581,45.340549
Kepler-1270,b,,,286.715634,48.645279
Kepler-1271,b,,,286.344287,37.411973
Kepler-1272,b,,,285.219843,38.805878
Kepler-1273,b,,,285.803226,44.873428
Kepler-1274,b,,,284.593715,46.449776
Kepler-221,b,,,296.654765,46.835270
Kepler-222,c,,,287.906100,46.937767
Kepler-223,d,,,298.318356,47.279495
Kepler-224,d,,,290.934287,47.357601
Kepler-226,c,,,292.376129,47.880989
Kepler-228,b,,,296.286142,48.224667
Kepler-229,c,,,286.999471,48.375797
Kepler-23,c,,,294.218924,49.479225
Kepler-231,b,,,293.973353,50.531914
Kepler-208,b,,,293.890206,42.528008
Kepler-208,c,,,293.890206,42.528008
Kepler-208,e,,,293.890206,42.528008
Kepler-209,b,,,291.169537,42.640812
Kepler-209,c,,,291.169537,42.640812
Kepler-210,b,,,292.503389,43.083149
Kepler-211,b,,,285.439151,43.168484
Kepler-211,c,,,285.439151,43.168484
Kepler-212,b,,,287.620834,43.141678
Kepler-213,b,,,290.824182,44.647186
Kepler-213,c,,,290.824182,44.647186
HAT-P-36,b,,,188.266255,44.915352
HAT-P-37,b,,,284.296064,51.269138
HAT-P-38,b,,,35.383234,32.246151
HAT-P-39,b,,,113.758247,17.830082
HAT-P-40,b,,,335.512861,45.457378
HAT-P-41,b,,,297.322651,4.672421
HAT-P-42,b,,,135.344391,6.097230
HAT-P-43,b,,,128.925737,10.206653
HAT-P-44,b,,,213.144074,47.014687
HAT-P-44,c,,,213.144074,47.014687
HAT-P-45,b,,,274.373238,-3.381036
HAT-P-46,b,,,270.444201,-2.970947
HAT-P-54,b,,,99.898000,25.482540
HATS-2,b,,,176.739094,-22.562992
HATS-3,b,,,312.457440,-24.428793
Kepler-49,b,,,292.294579,40.591801
Kepler-49,d,,,292.294579,40.591801
Kepler-49,e,,,292.294579,40.591801
Kepler-50,b,,,288.100873,50.033718
Kepler-51,b,,,296.479776,49.937683
Kepler-51,c,,,296.479776,49.937683
Kepler-51,d,,,296.479776,49.937683
Kepler-52,c,,,286.738033,49.975750
Kepler-52,d,,,286.738033,49.975750
Kepler-53,b,,,290.461775,40.562462
Kepler-53,d,,,290.461775,40.562462
Kepler-54,b,,,294.773939,43.056295
Kepler-54,c,,,294.773939,43.056295
Kepler-54,d,,,294.773939,43.056295
Kepler-55,c,,,285.168338,44.026466
Kepler-55,d,,,285.168338,44.026466
Kepler-55,e,,,285.168338,44.026466
Kepler-56,b,,,293.758347,41.871869
Kepler-56,c,,,293.758347,41.871869
Kepler-57,b,,,293.641285,44.657040
Kepler-58,b,,,296.358649,39.115194
Kepler-58,c,,,296.358649,39.115194
Kepler-58,d,,,296.358649,39.115194
Kepler-59,b,,,287.039503,46.640129
Kepler-60,b,,,288.961242,42.265011
Kepler-60,c,,,288.961242,42.265011
Kepler-1369,b,,,285.797234,40.936186
Kepler-1370,b,,,284.565675,41.778484
Kepler-1370,c,,,284.565675,41.778484
Kepler-1371,b,,,288.831383,47.551994
Kepler-1371,c,,,288.831383,47.551994
Kepler-1372,b,,,288.886635,44.839550
Kepler-1373,b,,,285.752049,39.249205
Kepler-1374,b,,,291.349983,45.172267
Kepler-1375,b,,,296.293558,43.403267
Kepler-1376,b,,,286.958437,42.541386
Kepler-1377,b,,,289.195458,46.651703
Kepler-1378,b,,,297.373313,40.366398
Kepler-1379,b,,,293.670471,41.410248
Kepler-1380,b,,,288.116053,42.440422
Kepler-1381,b,,,287.535764,48.727791
Kepler-1382,b,,,295.377379,39.048031
Kepler-1383,b,,,297.944779,42.191882
Kepler-1384,b,,,296.215166,39.527049
Kepler-1385,b,,,282.631369,46.481106
Kepler-1386,b,,,280.823394,42.636056
Kepler-1387,b,,,292.440396,43.209431
Kepler-1388,b,,,283.336040,47.174535
Kepler-1388,c,,,283.336040,47.174535
Kepler-1388,d,,,283.336040,47.174535
Kepler-1388,e,,,283.336040,47.174535
Kepler-1389,b,,,285.717427,44.758423
Kepler-1390,b,,,298.662345,48.248764
Kepler-1391,b,,,294.831023,46.659592
Kepler-1392,b,,,288.766976,46.394424
Kepler-1393,b,,,284.459458,40.142553
Kepler-501,b,,,297.201554,41.730206
Kepler-502,b,,,291.080130,43.860203
Kepler-503,b,,,290.636484,38.707669
Kepler-504,b,,,284.921843,45.972398
Kepler-505,b,,,287.858119,42.542629
Kepler-506,b,,,284.635187,40.719832
Kepler-157,d,,,291.097225,38.875609
Kepler-555,b,,,285.516852,38.932408
Kepler-556,b,,,290.529444,38.942671
Kepler-557,b,,,293.708458,41.615135
Kepler-558,b,,,284.657888,42.652676
Kepler-559,b,,,296.636834,43.802792
Kepler-560,b,,,300.206095,45.018147
Kepler-561,b,,,293.747096,45.107220
Kepler-561,c,,,293.747096,45.107220
Kepler-562,b,,,290.119627,46.273811
Kepler-563,b,,,292.446272,46.289776
Kepler-564,b,,,296.838379,46.626404
Kepler-565,b,,,283.617946,47.196686
Kepler-566,b,,,291.554496,47.814480
Kepler-567,b,,,297.672615,48.302315
Kepler-568,b,,,298.105708,48.401150
Kepler-569,b,,,283.507278,48.552605
Kepler-570,b,,,290.437586,48.791885
Kepler-166,d,,,293.160171,48.881191
Kepler-571,b,,,286.551020,49.418743
Kepler-572,b,,,291.221081,50.581303
Kepler-573,b,,,289.521162,51.237316
Kepler-574,b,,,290.247043,52.149136
Kepler-575,b,,,286.963889,37.829700
Kepler-576,b,,,295.182920,38.654231
HATS-5,b,,,67.222871,-21.481916
HATS-6,b,,,88.146797,-19.031656
HD 142,b,HD 142,HIP 522,1.579898,-49.075191
HD 142,c,HD 142,HIP 522,1.579898,-49.075191
HD 1502,b,HD 1502,HIP 1547,4.821110,14.054755
HD 1605,b,HD 1605,HIP 1640,5.131330,30.974804
HD 1666,b,HD 1666,HIP 1666,5.218085,-19.931225
HD 1690,b,HD 1690,HIP 1692,5.305497,-8.281169
HD 2039,b,HD 2039,HIP 1931,6.084491,-56.650047
HD 2638,b,HD 2638,HIP 2350,7.499466,-5.764002
HD 3651,b,HD 3651,HIP 3093,9.840858,21.250473
HD 4113,b,HD 4113,HIP 3391,10.802486,-37.982632
HD 4203,b,HD 4203,HIP 3502,11.171676,20.448927
HD 4208,b,HD 4208,HIP 3479,11.111043,-26.515680
HD 4308,b,HD 4308,HIP 3497,11.163615,-65.649521
HD 4732,b,HD 4732,HIP 3834,12.308117,-24.136671
HD 4732,c,HD 4732,HIP 3834,12.308117,-24.136671
HD 5319,c,HD 5319,HIP 4297,13.755836,0.789553
HD 5608,b,HD 5608,HIP 4552,14.559246,33.950886
HD 5891,b,HD 5891,HIP 4715,15.138300,20.292484
HD 6434,b,HD 6434,HIP 5054,16.167295,-39.488216
HD 7199,b,HD 7199,HIP 5529,17.696762,-66.188164
HD 7449,b,HD 7449,HIP 5806,18.622173,-5.047387
HD 7924,b,HD 7924,HIP 6379,20.496313,76.710281
HD 7924,c,HD 7924,HIP 6379,20.496313,76.710281
HD 8535,b,HD 8535,HIP 6511,20.905149,-41.269802
Kepler-60,d,,,288.961242,42.265011
Kepler-62,b,,,283.212747,45.349865
Kepler-62,c,,,283.212747,45.349865
Kepler-62,d,,,283.212747,45.349865
Kepler-62,f,,,283.212747,45.349865
Kepler-63,b,,,289.226179,49.548203
Kepler-65,b,,,288.688700,41.151173
Kepler-65,d,,,288.688700,41.151173
Kepler-67,b,,,294.153336,46.166438
Kepler-68,b,,,291.032305,49.040272
Kepler-68,c,,,291.032305,49.040272
Kepler-69,b,,,293.260938,44.868896
Kepler-69,c,,,293.260938,44.868896
KOI-55,b,,,296.356105,41.092755
KOI-55,c,,,296.356105,41.092755
KOI-217,b,,,294.865505,46.285854
Kepler-74,b,,,293.092525,41.355523
Kepler-81,b,,,293.636950,42.824970
Kepler-81,c,,,293.636950,42.824970
Kepler-81,d,,,293.636950,42.824970
Kepler-82,c,,,292.873390,42.966137
Kepler-82,d,,,292.873390,42.966137
Kepler-82,e,,,292.873390,42.966137
Kepler-83,c,,,282.232525,43.665627
Kepler-83,d,,,282.232525,43.665627
Kepler-84,b,,,298.252049,40.496077
Kepler-1394,b,,,283.453200,45.084141
Kepler-1395,b,,,292.337551,47.664200
Kepler-1396,b,,,294.336468,44.918293
Kepler-1397,b,,,299.675859,47.075844
Kepler-1398,b,,,294.866185,48.638985
Kepler-1398,c,,,294.866185,48.638985
Kepler-1399,b,,,293.311681,46.041714
Kepler-1400,b,,,286.271652,45.440807
Kepler-1401,b,,,287.466042,40.758452
Kepler-1402,b,,,291.847824,48.968132
Kepler-1403,b,,,290.867707,38.960119
Kepler-1404,b,,,296.009430,50.498386
Kepler-1405,b,,,295.684842,39.256142
Kepler-1406,b,,,292.081863,38.915023
Kepler-1407,b,,,283.942432,41.471600
Kepler-1408,b,,,282.699942,45.425770
Kepler-1409,b,,,290.084786,51.208603
Kepler-1410,b,,,290.510198,38.743544
Kepler-1411,b,,,286.361579,42.963924
Kepler-1412,b,,,292.180120,49.202480
Kepler-1413,b,,,294.341649,46.498767
Kepler-1414,b,,,284.928580,42.422310
Kepler-1415,b,,,285.156913,47.873333
Kepler-1416,b,,,298.663468,43.894073
Kepler-1417,b,,,290.949888,40.605215
Kepler-1418,b,,,282.997478,41.678551
Kepler-1419,b,,,292.254635,37.971420
Kepler-1420,b,,,296.203810,42.777832
Kepler-1421,b,,,286.580592,48.544197
Kepler-1422,b,,,293.890178,48.336121
Kepler-1197,b,,,291.669272,42.590710
Kepler-1198,b,,,288.834008,44.838249
Kepler-1199,b,,,293.725872,47.247044
Kepler-1200,b,,,296.603451,44.129257
Kepler-1201,b,,,294.614827,40.833172
Kepler-1202,b,,,292.290612,44.653255
Kepler-1203,b,,,292.773384,44.178127
Kepler-1204,b,,,289.441483,42.498135
Kepler-1205,b,,,290.279709,41.515049
Kepler-1206,b,,,295.938407,49.791145
Kepler-1207,b,,,295.064243,49.358994
Kepler-1208,b,,,291.881263,44.555729
Kepler-1209,b,,,287.584891,49.154793
Kepler-1210,b,,,292.832145,48.219357
Kepler-1211,b,,,285.720788,40.856961
Kepler-1212,b,,,296.853432,50.037354
Kepler-1213,b,,,289.485822,50.944164
Kepler-1214,b,,,285.142638,49.800667
Kepler-1215,b,,,297.463622,48.181416
Kepler-1216,b,,,287.405321,45.918007
Kepler-1217,b,,,289.186676,50.937557
Kepler-1218,b,,,291.578982,44.531715
Kepler-1219,b,,,297.215809,47.378515
Kepler-1220,b,,,297.070369,42.977741
Kepler-1221,b,,,285.822349,45.711891
Kepler-1222,b,,,294.889655,49.379768
Kepler-1223,b,,,285.295750,44.552753
Kepler-1224,b,,,286.625763,37.537304
Kepler-1225,b,,,290.633291,40.136994
Kepler-1226,b,,,296.376909,50.621468
Kepler-1227,b,,,287.066378,41.874908
HD 8574,b,HD 8574,HIP 6643,21.302153,28.566692
HD 9446,b,HD 9446,HIP 7245,23.334101,29.265148
HD 9446,c,HD 9446,HIP 7245,23.334101,29.265148
HD 10180,d,HD 10180,HIP 7599,24.473234,-60.511528
HD 10180,e,HD 10180,HIP 7599,24.473234,-60.511528
HD 10180,f,HD 10180,HIP 7599,24.473234,-60.511528
HD 10180,h,HD 10180,HIP 7599,24.473234,-60.511528
HD 10442,b,HD 10442,,25.471457,2.704376
HD 10697,b,HD 10697,HIP 8159,26.232603,20.083149
HD 11506,b,HD 11506,HIP 8770,28.210558,-19.506975
HD 11506,c,HD 11506,HIP 8770,28.210558,-19.506975
HD 11977,b,HD 11977,HIP 8928,28.733881,-67.647301
HD 11964,c,HD 11964,HIP 9094,29.290026,-10.242428
HD 12661,c,HD 12661,HIP 9683,31.142866,25.414305
HD 13189,b,HD 13189,HIP 10085,32.417381,32.316437
HD 13908,c,HD 13908,HIP 10743,34.560665,65.594360
HD 13931,b,HD 13931,HIP 10626,34.197414,43.772995
HD 16141,b,HD 16141,HIP 12048,38.833035,-3.560602
HD 16175,b,HD 16175,HIP 12191,39.257961,42.062634
HD 17156,b,HD 17156,HIP 13192,42.435364,71.753235
HD 18742,b,HD 18742,HIP 13993,45.044407,-20.802603
HD 20794,b,HD 20794,HIP 15510,49.981876,-43.069782
HD 20794,d,HD 20794,HIP 15510,49.981876,-43.069782
HD 20782,b,HD 20782,HIP 15527,50.014908,-28.854071
HD 20868,b,HD 20868,HIP 15578,50.177895,-33.730103
HD 23127,b,HD 23127,HIP 17054,54.848495,-60.077843
